listing_id,neighborhood,property_type,bedrooms,bathrooms,size_sqft,annual_rent,monthly_rent,price_per_sqft,furnished,amenities,has_metro,beach_accessible,floor_number,building_age_years,posted_date,agent_name,agent_company,tier
PF004924,Bur Dubai,1BR,1,1,1225,97100,8100,79.27,Furnished,Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,31,0,2025-11-03,Brittney Bowman,Espace Real Estate,Mid-Market
PF004925,Barsha Heights (Tecom),1BR,1,1,920,75800,6300,82.39,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),Yes,No,22,0,2025-11-05,Jason Snow,Property Finder,Mid-Market
PF004926,Dubai Media City,1BR,1,1,1085,126400,10500,116.5,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security;Study Room,Yes,No,41,19,2025-10-17,Carrie Lewis,Espace Real Estate,Premium
PF004927,Dubai Media City,Studio,0,1,1125,193800,16200,172.27,Unfurnished,Central AC;Children's Play Area;Covered Parking;Gym;Parking;Security;Shared Spa;Swimming Pool,Yes,No,41,8,2025-10-23,Wendy Perez,Espace Real Estate,Premium
PF004928,Bur Dubai,Studio,0,1,383,48400,4000,126.37,Unfurnished,Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,36,9,2025-11-06,Erika Bates,Driven Properties,Mid-Market
PF004929,Arabian Ranches,1BR,1,1,2197,211200,17600,96.13,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,No,No,43,14,2025-09-23,Marie Roach,Bayut,Luxury
PF004930,Dubai Marina,2BR,2,2,1701,116200,9700,68.31,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,Yes,Yes,10,4,2025-10-01,Mary Hoffman,Allsopp & Allsopp,Luxury
PF004931,Al Nahda,Studio,0,1,476,43200,3600,90.76,Unfurnished,Central AC;Covered Parking;Parking;Security,Yes,No,39,9,2025-10-01,Robert Mitchell,Property Finder,Budget
PF004932,Business Bay,Studio,0,1,427,57100,4800,133.72,Unfurnished,Central AC;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,1,7,2025-10-01,Gregory Russell,Driven Properties,Premium
PF004933,Motor City,Studio,0,1,666,61700,5100,92.64,Furnished,Central AC;Maid's Room;Parking;Security;View (Sea/Marina/Park),No,No,15,12,2025-09-19,Vicki Barrera,Property Finder,Mid-Market
PF004934,DIFC,1BR,1,1,1274,133100,11100,104.47,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,4,3,2025-10-14,Jessica Johnson,Espace Real Estate,Luxury
PF004935,Deira,2BR,2,2,1191,104100,8700,87.41,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room,Yes,No,18,12,2025-09-10,Rachel Sullivan,Property Finder,Budget
PF004936,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;View (Sea/Marina/Park),Yes,No,20,8,2025-09-28,Kimberly Thomas,Haus & Haus,Budget
PF004937,Bur Dubai,2BR,2,2,1352,87900,7300,65.01,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,32,12,2025-11-22,Anna Pierce,Allsopp & Allsopp,Mid-Market
PF004938,Dubai Silicon Oasis,Studio,0,1,453,44200,3700,97.57,Unfurnished,Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa,No,No,11,4,2025-11-19,Haley Mccoy,Driven Properties,Budget
PF004939,Bur Dubai,1BR,1,1,941,82500,6900,87.67,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security,Yes,No,10,12,2025-10-12,Claire Hoffman,Espace Real Estate,Mid-Market
PF004940,Dubai Media City,2BR,2,2,1538,219500,18300,142.72,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,23,17,2025-09-09,Annette Rivas,Driven Properties,Premium
PF004941,Dubai Media City,Studio,0,1,1114,144600,12000,129.8,Unfurnished,Central AC;Covered Parking;Gym;Parking;Security;Swimming Pool,Yes,No,8,1,2025-10-31,Pamela Aguirre,Haus & Haus,Premium
PF004942,Dubai Sports City,1BR,1,1,679,63300,5300,93.23,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,10,14,2025-09-17,George Bradshaw,Property Finder,Budget
PF004943,Jumeirah,2BR,2,2,1620,199400,16600,123.09,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,No,Yes,25,14,2025-09-22,Ryan Waters,Haus & Haus,Luxury
PF004944,Dubai Silicon Oasis,3BR,3,2,2312,184600,15400,79.84,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;View (Sea/Marina/Park),No,No,17,18,2025-09-15,Chase Matthews,Bayut,Budget
PF004945,Deira,2BR,2,2,1289,85900,7200,66.64,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security;Shared Spa,Yes,No,22,10,2025-11-25,Sarah Nelson,Bayut,Budget
PF004946,Jumeirah,Studio,0,1,1234,140900,11700,114.18,Furnished,Balcony;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,Yes,44,12,2025-10-31,Sarah Wall,Allsopp & Allsopp,Luxury
PF004947,Dubai Silicon Oasis,Studio,0,1,410,40900,3400,99.76,Unfurnished,Central AC;Parking;Security;Shared Spa,No,No,27,7,2025-10-31,Paul Smith,Espace Real Estate,Budget
PF004948,Jumeirah Beach Residence (JBR),1BR,1,1,1650,106300,8900,64.42,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),No,Yes,23,11,2025-11-26,Kayla Burke,Property Finder,Luxury
PF004949,Dubai Sports City,1BR,1,1,759,66900,5600,88.14,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;Swimming Pool,No,No,44,10,2025-11-25,Jean Murillo,Property Finder,Budget
PF004950,Al Barsha,2BR,2,2,1250,92700,7700,74.16,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Study Room,Yes,No,20,16,2025-09-11,William Hughes,Haus & Haus,Mid-Market
PF004951,Dubai Silicon Oasis,2BR,2,2,1265,99000,8200,78.26,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room,No,No,18,4,2025-11-19,Brad Lee,Allsopp & Allsopp,Budget
PF004952,Discovery Gardens,Studio,0,1,474,41500,3500,87.55,Unfurnished,Central AC;Maid's Room;Parking;Security,Yes,No,41,1,2025-10-24,Samantha Morrow,Dubizzle,Budget
PF004953,DIFC,1BR,1,1,1204,145800,12200,121.1,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,34,15,2025-09-29,Tony Brooks,Espace Real Estate,Luxury
PF004954,Downtown Dubai,1BR,1,1,850,121700,10100,143.18,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),Yes,No,22,6,2025-10-10,Matthew Miller,Property Finder,Luxury
PF004955,Jumeirah Lake Towers (JLT),1BR,1,1,1065,78900,6600,74.08,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool,Yes,No,22,12,2025-09-07,Angel Rojas,Dubizzle,Mid-Market
PF004956,Dubai Media City,2BR,2,2,1538,223400,18600,145.25,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,44,17,2025-11-23,Jason Thompson,Bayut,Premium
PF004957,Dubai Sports City,3BR,3,2,1956,132500,11000,67.74,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security,No,No,19,3,2025-10-02,Christina Aguilar,Property Finder,Budget
PF004958,Dubai Sports City,2BR,2,2,1185,86400,7200,72.91,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,No,No,3,19,2025-10-10,Jason Thomas,Allsopp & Allsopp,Budget
PF004959,Jumeirah Beach Residence (JBR),1BR,1,1,1018,98600,8200,96.86,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,26,19,2025-10-06,Connie Ramirez,Allsopp & Allsopp,Luxury
PF004960,Barsha Heights (Tecom),Studio,0,1,457,53100,4400,116.19,Furnished,Central AC;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,25,4,2025-10-18,Jon Ramos,Driven Properties,Mid-Market
PF004961,Dubai Media City,3BR,3,2,2273,303300,25300,133.44,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;Swimming Pool,Yes,No,38,19,2025-10-20,Christopher Klein,Dubizzle,Premium
PF004962,Dubai Silicon Oasis,1BR,1,1,763,58200,4800,76.28,Unfurnished,Built-in Wardrobes;Central AC;Parking;Security;Study Room,No,No,30,7,2025-09-15,Charles Powell,Espace Real Estate,Budget
PF004963,Jumeirah Lake Towers (JLT),2BR,2,2,1446,110100,9200,76.14,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,8,14,2025-10-26,Megan Carlson,Driven Properties,Mid-Market
PF004964,Al Nahda,2BR,2,2,1058,70800,5900,66.92,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,24,5,2025-09-18,Justin Davis,Property Finder,Budget
PF004965,Bur Dubai,2BR,2,2,1313,83900,7000,63.9,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Security;Shared Spa,Yes,No,8,16,2025-09-20,Molly Mckenzie,Driven Properties,Mid-Market
PF004966,Motor City,Studio,0,1,655,61500,5100,93.89,Furnished,Central AC;Children's Play Area;Parking;Security;Swimming Pool;View (Sea/Marina/Park),No,No,3,6,2025-10-16,Tammy Hendrix,Driven Properties,Mid-Market
PF004967,Jumeirah Lake Towers (JLT),1BR,1,1,1032,86600,7200,83.91,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;Shared Spa,Yes,No,34,12,2025-11-04,Tara Jones,Bayut,Mid-Market
PF004968,International City,Studio,0,1,435,44200,3700,101.61,Unfurnished,Central AC;Parking;Security;Study Room;Swimming Pool,No,No,15,13,2025-11-28,Alison Zuniga,Property Finder,Budget
PF004969,Dubai Sports City,2BR,2,2,1240,89000,7400,71.77,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa,No,No,38,11,2025-09-05,Deborah Waller,Dubizzle,Budget
PF004970,Bur Dubai,2BR,2,2,1299,83900,7000,64.59,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa;Study Room,Yes,No,2,9,2025-09-07,Jesse Davis,Dubizzle,Mid-Market
PF004971,Bur Dubai,3BR,3,2,1973,137200,11400,69.54,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security,Yes,No,37,9,2025-11-03,Timothy Howard,Property Finder,Mid-Market
PF004972,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa;Study Room,Yes,No,14,12,2025-10-22,Christina Moon,Driven Properties,Budget
PF004973,DIFC,3BR,3,2,2668,230000,19200,86.21,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,35,0,2025-10-04,John Ho,Property Finder,Luxury
PF004974,Barsha Heights (Tecom),2BR,2,2,1263,93000,7800,73.63,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,6,12,2025-09-21,Daniel Ferrell,Allsopp & Allsopp,Mid-Market
PF004975,Motor City,3BR,3,2,2181,152800,12700,70.06,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security,No,No,24,14,2025-10-10,Megan Miller,Allsopp & Allsopp,Mid-Market
PF004976,Al Nahda,2BR,2,2,1012,58500,4900,57.81,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security,Yes,No,42,13,2025-09-09,James Robinson,Espace Real Estate,Budget
PF004977,International City,1BR,1,1,734,42300,3500,57.63,Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,24,7,2025-11-17,Roger Petty,Driven Properties,Budget
PF004978,Barsha Heights (Tecom),1BR,1,1,894,78900,6600,88.26,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,34,11,2025-09-20,John Payne,Driven Properties,Mid-Market
PF004979,Dubai Media City,2BR,2,2,1530,168000,14000,109.8,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,36,12,2025-10-27,Jamie Lee,Property Finder,Premium
PF004980,Jumeirah Beach Residence (JBR),2BR,2,2,1600,301300,25100,188.31,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),No,Yes,34,4,2025-11-10,Steven Gardner,Espace Real Estate,Luxury
PF004981,Arabian Ranches,2BR,2,2,1989,168300,14000,84.62,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),No,No,21,13,2025-09-03,Kevin Barber,Driven Properties,Luxury
PF004982,Bur Dubai,Studio,0,1,373,46400,3900,124.4,Unfurnished,Balcony;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,40,6,2025-11-03,Kenneth Williams,Bayut,Mid-Market
PF004983,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Security,Yes,No,10,16,2025-11-22,Elizabeth Williams,Haus & Haus,Budget
PF004984,International City,2BR,2,2,952,51800,4300,54.41,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa,No,No,40,14,2025-10-07,Jessica Mitchell,Haus & Haus,Budget
PF004985,Dubai Silicon Oasis,Studio,0,1,488,52000,4300,106.56,Furnished,Central AC;Children's Play Area;Parking;Security;Study Room,No,No,5,12,2025-10-07,Jesse Fleming,Dubizzle,Budget
PF004986,Jumeirah,2BR,2,2,1744,215000,17900,123.28,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,22,8,2025-11-09,Jennifer Ferguson,Haus & Haus,Luxury
PF004987,Motor City,1BR,1,1,910,90800,7600,99.78,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security;Swimming Pool,No,No,12,19,2025-10-26,Susan Figueroa,Driven Properties,Mid-Market
PF004988,Downtown Dubai,Studio,0,1,438,70400,5900,160.73,Semi-Furnished,Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,7,6,2025-09-23,Mr. Thomas Jones PhD,Bayut,Luxury
PF004989,Discovery Gardens,3BR,3,2,1429,110000,9200,76.98,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Shared Spa,Yes,No,22,1,2025-10-18,Sherry Shannon,Bayut,Budget
PF004990,Jumeirah Beach Residence (JBR),Studio,0,1,577,119000,9900,206.24,Unfurnished,Central AC;Children's Play Area;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,Yes,36,17,2025-09-16,Samantha Garcia,Property Finder,Luxury
PF004991,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;Study Room,Yes,No,35,1,2025-09-27,Joseph Beltran,Haus & Haus,Budget
PF004992,Al Barsha,1BR,1,1,940,71700,6000,76.28,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;View (Sea/Marina/Park),Yes,No,20,15,2025-09-20,Joshua Navarro,Property Finder,Mid-Market
PF004993,Jumeirah,1BR,1,1,1356,136700,11400,100.81,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Swimming Pool,No,Yes,11,4,2025-11-14,Nicholas Obrien II,Dubizzle,Luxury
PF004994,Jumeirah Lake Towers (JLT),1BR,1,1,897,71700,6000,79.93,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,9,18,2025-09-23,Ronald Baxter,Espace Real Estate,Mid-Market
PF004995,Motor City,1BR,1,1,913,80600,6700,88.28,Unfurnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,No,23,3,2025-10-01,Sherri Charles,Driven Properties,Mid-Market
PF004996,Jumeirah,3BR,3,2,2248,334900,27900,148.98,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,15,10,2025-09-22,Michael Flores,Espace Real Estate,Luxury
PF004997,Motor City,1BR,1,1,865,72500,6000,83.82,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,No,No,27,17,2025-10-12,Darryl Christensen,Property Finder,Mid-Market
PF004998,DIFC,3BR,3,2,2418,219200,18300,90.65,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,39,1,2025-09-04,Allison Floyd,Property Finder,Luxury
PF004999,Dubai Media City,3BR,3,2,2273,339000,28200,149.14,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa;Swimming Pool,Yes,No,36,5,2025-09-11,Michelle Patterson,Property Finder,Premium
PF005000,Jumeirah,1BR,1,1,1136,114300,9500,100.62,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),No,Yes,2,6,2025-09-15,Wendy Chavez,Bayut,Luxury
PF005001,Bur Dubai,3BR,3,2,2030,139400,11600,68.67,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Study Room,Yes,No,27,10,2025-10-09,Jennifer Hurley,Bayut,Mid-Market
PF005002,Motor City,1BR,1,1,1016,88800,7400,87.4,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Shared Spa;Study Room;Swimming Pool,No,No,27,17,2025-09-14,Jared Chan,Driven Properties,Mid-Market
PF005003,Al Barsha,2BR,2,2,1186,133100,11100,112.23,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security,Yes,No,15,11,2025-09-29,Ricky Diaz,Espace Real Estate,Mid-Market
PF005004,Dubai Sports City,1BR,1,1,728,65100,5400,89.42,Unfurnished,Built-in Wardrobes;Central AC;Parking;Security;Study Room;View (Sea/Marina/Park),No,No,27,5,2025-09-19,Joshua Miller,Allsopp & Allsopp,Budget
PF005005,Al Barsha,3BR,3,2,1582,152900,12700,96.65,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa,Yes,No,39,5,2025-10-29,Catherine Soto,Allsopp & Allsopp,Mid-Market
PF005006,Dubai Media City,2BR,2,2,1535,200600,16700,130.68,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;View (Sea/Marina/Park),Yes,No,38,6,2025-09-27,Christopher Gay,Espace Real Estate,Premium
PF005007,Dubai Media City,2BR,2,2,1534,193900,16200,126.4,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,35,14,2025-10-19,Mary Smith,Bayut,Premium
PF005008,Business Bay,1BR,1,1,918,132600,11000,144.44,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,22,11,2025-09-27,William Giles,Property Finder,Premium
PF005009,Bur Dubai,1BR,1,1,1047,82200,6800,78.51,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,33,15,2025-09-12,Jennifer Hernandez,Allsopp & Allsopp,Mid-Market
PF005010,Deira,Studio,0,1,444,51500,4300,115.99,Unfurnished,Central AC;Children's Play Area;Gym;Parking;Security;Study Room,Yes,No,38,6,2025-10-14,Matthew Giles,Property Finder,Budget
PF005011,Deira,2BR,2,2,1043,86800,7200,83.22,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,Yes,No,36,0,2025-11-06,Kenneth Murphy,Property Finder,Budget
PF005012,Business Bay,1BR,1,1,789,99400,8300,125.98,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),Yes,No,33,10,2025-11-18,Jesus Wheeler,Bayut,Premium
PF005013,Bur Dubai,2BR,2,2,1600,97800,8200,61.12,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;Swimming Pool,Yes,No,22,11,2025-09-13,Kevin Barton,Allsopp & Allsopp,Mid-Market
PF005014,Deira,1BR,1,1,639,40800,3400,63.85,Unfurnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security,Yes,No,1,5,2025-10-01,Jeffrey Lynch,Bayut,Budget
PF005015,Motor City,1BR,1,1,887,75800,6300,85.46,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Study Room;View (Sea/Marina/Park),No,No,30,13,2025-09-28,Joshua Smith,Driven Properties,Mid-Market
PF005016,Dubai Silicon Oasis,1BR,1,1,900,65200,5400,72.44,Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,30,5,2025-11-16,Steven Johnson,Dubizzle,Budget
PF005017,International City,Studio,0,1,426,40700,3400,95.54,Furnished,Balcony;Central AC;Parking;Security;View (Sea/Marina/Park),No,No,27,17,2025-11-23,Andrew Jacobs,Espace Real Estate,Budget
PF005018,Deira,Studio,0,1,462,45100,3800,97.62,Semi-Furnished,Central AC;Children's Play Area;Parking;Security;Swimming Pool,Yes,No,43,6,2025-09-19,Mary Daniels,Haus & Haus,Budget
