tenant_id,age,profession,monthly_income,family_size,preferred_property_type,max_monthly_rent,max_annual_rent,nationality,move_in_timeline,pets
T01137,28,Hospitality,14666,2,2BR,3955,47460,Mayotte,Within 1 month,No
T01138,29,IT Professional,20513,3,2BR,7651,91812,Finland,Flexible,No
T01139,53,Engineer,21068,4,2BR,9078,108936,Myanmar,Immediate,Yes
T01140,38,Consultant,36035,3,2BR,11842,142104,Yemen,Flexible,No
T01141,25,Hospitality,11888,2,2BR,4423,53076,Greece,Flexible,No
T01142,33,Sales & Marketing,35000,3,2BR,11864,142368,Portugal,Flexible,Yes
T01143,30,Consultant,44498,2,2BR,15773,189276,Canada,Within 3 months,No
T01144,35,Teacher,11012,2,2BR,2979,35748,Indonesia,Flexible,No
T01145,45,Healthcare Worker,22494,2,1BR,6538,78456,Antarctica (the territory South of 60 deg S),Within 3 months,No
T01146,39,Teacher,13206,2,1BR,4347,52164,Svalbard & Jan Mayen Islands,Flexible,No
T01147,22,Engineer,25130,1,1BR,9729,116748,Italy,Immediate,No
T01148,22,Consultant,36463,2,1BR,11185,134220,Malaysia,Flexible,No
T01149,34,Manager,32236,4,3BR,10141,121692,Turkmenistan,Immediate,No
T01150,34,IT Professional,39191,1,1BR,14043,168516,Colombia,Within 3 months,No
T01151,60,Manager,52936,2,1BR,14337,172044,Tajikistan,Within 3 months,No
T01152,27,Engineer,27028,1,1BR,7183,86196,Cayman Islands,Within 1 month,No
T01153,44,Engineer,23444,4,2BR,7625,91500,Macao,Within 3 months,No
T01154,22,Consultant,41092,2,2BR,10583,126996,Kuwait,Within 3 months,No
T01155,45,Healthcare Worker,17951,3,3BR,6665,79980,Mongolia,Immediate,No
T01156,36,Hospitality,13650,3,3BR,4850,58200,Germany,Flexible,No
T01157,33,Entrepreneur,32703,3,3BR,13747,164964,Russian Federation,Within 1 month,No
T01158,22,Healthcare Worker,18442,2,1BR,8205,98460,Iraq,Immediate,No
T01159,39,Engineer,25114,2,2BR,6943,83316,Barbados,Flexible,No
T01160,23,Manager,49318,2,2BR,18339,220068,Gambia,Within 3 months,No
T01161,46,Teacher,16927,3,3BR,6758,81096,Slovakia (Slovak Republic),Flexible,Yes
T01162,49,Hospitality,18814,4,2BR,6858,82296,Belize,Within 3 months,No
T01163,29,Entrepreneur,47902,4,3BR,14885,178620,Sao Tome and Principe,Flexible,No
T01164,22,Hospitality,11307,5,3BR,4661,55932,Algeria,Within 3 months,No
T01165,22,Consultant,39915,1,1BR,10819,129828,Mongolia,Within 3 months,No
T01166,34,Teacher,15449,4,2BR,6554,78648,United States Minor Outlying Islands,Flexible,No
T01167,41,Manager,46935,2,2BR,15908,190896,Hong Kong,Within 1 month,No
T01168,22,Consultant,37013,1,Studio,11476,137712,Hong Kong,Immediate,No
T01169,35,Healthcare Worker,32478,2,2BR,9202,110424,Bangladesh,Immediate,No
T01170,37,Teacher,13542,1,Studio,4480,53760,Peru,Flexible,No
T01171,37,Teacher,13964,2,1BR,5028,60336,Vietnam,Within 3 months,No
T01172,29,Teacher,12121,4,3BR,3951,47412,Heard Island and McDonald Islands,Immediate,No
T01173,26,Consultant,31193,1,1BR,11797,141564,Nicaragua,Immediate,No
T01174,30,Sales & Marketing,22183,2,1BR,9904,118848,Chile,Within 1 month,No
T01175,37,IT Professional,27480,3,2BR,11265,135180,Niger,Flexible,No
T01176,42,Consultant,36028,1,Studio,14137,169644,Turkmenistan,Immediate,No
T01177,37,Engineer,21083,1,Studio,8926,107112,Comoros,Within 1 month,No
T01178,44,IT Professional,24010,1,Studio,9806,117672,Cayman Islands,Within 1 month,No
T01179,31,Teacher,11312,3,2BR,3830,45960,Saint Martin,Within 1 month,No
T01180,33,Manager,44405,2,2BR,14962,179544,Guadeloupe,Immediate,Yes
T01181,36,Sales & Marketing,26073,4,3BR,10389,124668,Zimbabwe,Within 1 month,No
T01182,46,Engineer,27555,3,2BR,10552,126624,Zambia,Immediate,No
T01183,52,Engineer,28326,2,1BR,10232,122784,Korea,Within 3 months,Yes
T01184,33,Hospitality,13810,3,3BR,4755,57060,Marshall Islands,Within 1 month,No
T01185,30,Finance Professional,28071,3,2BR,7896,94752,Netherlands Antilles,Immediate,No
T01186,23,Entrepreneur,60873,2,2BR,20443,245316,Aruba,Within 1 month,No
T01187,31,Hospitality,16091,2,2BR,5784,69408,United States Minor Outlying Islands,Flexible,No
T01188,55,IT Professional,30239,3,3BR,9165,109980,Mexico,Within 1 month,No
T01189,43,Healthcare Worker,21137,1,1BR,7948,95376,Madagascar,Within 1 month,No
T01190,39,Engineer,36468,4,3BR,12579,150948,Grenada,Within 3 months,No
T01191,33,Consultant,41812,4,2BR,10626,127512,South Africa,Within 1 month,Yes
T01192,47,Finance Professional,55657,2,2BR,24130,289560,Turks and Caicos Islands,Immediate,No
T01193,46,Manager,55000,4,2BR,21776,261312,Aruba,Flexible,Yes
T01194,22,Sales & Marketing,17038,2,1BR,5756,69072,Jamaica,Flexible,No
T01195,36,Entrepreneur,49749,3,3BR,12903,154836,Montenegro,Within 1 month,Yes
T01196,40,Consultant,21769,2,2BR,6098,73176,American Samoa,Flexible,No
T01197,23,Hospitality,16824,4,2BR,4743,56916,Comoros,Within 1 month,No
T01198,30,Healthcare Worker,25528,1,Studio,7635,91620,Azerbaijan,Within 1 month,Yes
T01199,35,Sales & Marketing,23899,1,Studio,8644,103728,Suriname,Immediate,No
T01200,48,Engineer,26694,2,2BR,7820,93840,Romania,Within 3 months,No
T01201,30,Finance Professional,48089,1,1BR,19864,238368,Turkey,Within 3 months,No
T01202,24,Sales & Marketing,31207,4,3BR,7881,94572,Sierra Leone,Within 3 months,No
T01203,51,Sales & Marketing,21469,1,1BR,7122,85464,Cyprus,Immediate,No
T01204,47,Entrepreneur,16877,3,3BR,4600,55200,France,Immediate,No
T01205,43,Teacher,11932,3,3BR,3755,45060,Saint Pierre and Miquelon,Within 1 month,No
T01206,43,Teacher,11842,1,1BR,4974,59688,San Marino,Within 1 month,Yes
T01207,43,Manager,32682,1,1BR,12491,149892,Zimbabwe,Flexible,No
T01208,40,Manager,45382,3,2BR,19271,231252,Liberia,Immediate,No
T01209,36,Consultant,26494,3,2BR,11265,135180,Saint Pierre and Miquelon,Immediate,No
T01210,32,Sales & Marketing,14539,1,Studio,3777,45324,Taiwan,Immediate,No
T01211,22,Teacher,10606,2,2BR,4553,54636,Svalbard & Jan Mayen Islands,Immediate,No
T01212,30,Engineer,22670,3,2BR,6882,82584,Saint Lucia,Within 1 month,No
T01213,46,Teacher,10107,4,3BR,3507,42084,Senegal,Within 1 month,No
T01214,34,Manager,36125,1,1BR,13735,164820,Saint Pierre and Miquelon,Within 1 month,No
T01215,29,Hospitality,6296,2,2BR,2405,28860,Barbados,Immediate,Yes
T01216,23,Finance Professional,28057,2,2BR,9568,114816,Belgium,Flexible,No
T01217,36,Entrepreneur,31456,3,3BR,12211,146532,Colombia,Immediate,Yes
T01218,39,Engineer,24926,1,1BR,7340,88080,Australia,Within 1 month,No
T01219,22,Teacher,11145,1,1BR,4205,50460,Burundi,Within 3 months,No
T01220,32,Engineer,24669,3,2BR,7564,90768,Latvia,Within 3 months,No
T01221,27,Finance Professional,50263,4,3BR,19006,228072,Croatia,Flexible,No
T01222,36,Teacher,14050,2,1BR,5229,62748,Anguilla,Within 1 month,No
T01223,38,Hospitality,12839,2,2BR,3989,47868,Switzerland,Flexible,No
T01224,38,Finance Professional,28947,1,1BR,7320,87840,Tajikistan,Immediate,No
T01225,27,Finance Professional,30538,1,1BR,10548,126576,Pakistan,Within 1 month,No
T01226,32,Sales & Marketing,20738,1,1BR,6240,74880,Burundi,Flexible,No
T01227,43,Finance Professional,49069,4,3BR,13292,159504,United Kingdom,Within 1 month,No
T01228,32,Engineer,15000,2,2BR,6664,79968,Djibouti,Within 3 months,No
T01229,37,Entrepreneur,32642,4,2BR,14409,172908,Tunisia,Flexible,No
T01230,37,Manager,41360,2,2BR,11534,138408,Marshall Islands,Within 3 months,No
T01231,22,Sales & Marketing,30503,2,2BR,8491,101892,Niue,Within 3 months,Yes
T01232,51,IT Professional,16823,2,1BR,5226,62712,Suriname,Within 3 months,No
T01233,43,Entrepreneur,41731,2,2BR,18316,219792,Guyana,Flexible,No
T01234,49,Healthcare Worker,18992,3,3BR,5773,69276,Northern Mariana Islands,Flexible,No
T01235,33,Healthcare Worker,18835,5,3BR,7381,88572,Montserrat,Flexible,No
T01236,51,Hospitality,13728,2,2BR,4444,53328,Syrian Arab Republic,Flexible,No
T01237,32,Engineer,15000,2,1BR,5281,63372,Greenland,Within 3 months,No
T01238,31,Teacher,14599,2,2BR,3934,47208,Reunion,Within 1 month,No
T01239,44,Hospitality,9948,2,1BR,4351,52212,Tunisia,Flexible,Yes
T01240,28,Engineer,36719,3,2BR,12552,150624,Swaziland,Immediate,No
T01241,44,Finance Professional,40520,4,2BR,10773,129276,Bhutan,Immediate,No
T01242,22,Teacher,16622,1,1BR,6548,78576,Puerto Rico,Within 1 month,No
T01243,44,Entrepreneur,45313,3,2BR,18100,217200,Poland,Flexible,No
T01244,28,Entrepreneur,60823,4,3BR,24287,291444,Burundi,Immediate,No
T01245,38,Consultant,18000,1,Studio,6937,83244,Nauru,Within 1 month,No
T01246,28,IT Professional,24740,2,2BR,6256,75072,Niue,Within 1 month,Yes
T01247,35,Teacher,8000,1,Studio,3565,42780,Cape Verde,Immediate,No
T01248,35,Teacher,13095,2,2BR,5128,61536,Zambia,Within 1 month,No
T01249,24,Engineer,31455,2,2BR,10020,120240,Argentina,Flexible,No
T01250,51,Entrepreneur,54361,4,2BR,20998,251976,Kyrgyz Republic,Immediate,No
T01251,44,Engineer,30089,1,Studio,13345,160140,Cape Verde,Within 3 months,No
T01252,35,Healthcare Worker,24865,5,3BR,10999,131988,Cameroon,Flexible,No
T01253,37,Finance Professional,39503,5,3BR,11069,132828,Congo,Flexible,Yes
T01254,31,Teacher,10717,2,2BR,4420,53040,Aruba,Within 1 month,Yes
T01255,34,IT Professional,29139,3,3BR,8936,107232,Somalia,Immediate,No
T01256,24,Engineer,20739,3,2BR,9047,108564,Costa Rica,Flexible,No
T01257,32,Teacher,13498,1,1BR,3680,44160,Ecuador,Within 3 months,No
T01258,38,Manager,24014,3,2BR,9034,108408,Holy See (Vatican City State),Within 1 month,Yes
T01259,31,Sales & Marketing,25179,2,2BR,8492,101904,Saint Pierre and Miquelon,Flexible,No
T01260,22,IT Professional,45000,3,3BR,16252,195024,Micronesia,Within 1 month,No
T01261,37,Entrepreneur,53096,1,1BR,18020,216240,Canada,Flexible,Yes
T01262,35,Finance Professional,32945,1,Studio,10899,130788,Cyprus,Within 1 month,Yes
T01263,22,Sales & Marketing,27808,2,2BR,10054,120648,Czech Republic,Within 3 months,No
T01264,34,Entrepreneur,15000,2,2BR,6742,80904,Morocco,Immediate,No
T01265,22,Entrepreneur,26803,1,1BR,6947,83364,Mauritius,Within 1 month,Yes
T01266,44,Healthcare Worker,16427,2,1BR,5839,70068,Niger,Within 1 month,No
T01267,42,Hospitality,10107,3,2BR,2827,33924,Peru,Immediate,Yes
T01268,43,Finance Professional,29476,2,1BR,9535,114420,Guinea-Bissau,Immediate,No
T01269,23,Hospitality,15916,4,3BR,5956,71472,Bangladesh,Flexible,No
T01270,45,Finance Professional,46878,1,Studio,16565,198780,Botswana,Flexible,No
T01271,44,Engineer,17989,4,2BR,4818,57816,Qatar,Within 1 month,No
T01272,25,Teacher,11185,4,2BR,3043,36516,British Indian Ocean Territory (Chagos Archipelago),Within 3 months,No
T01273,31,Teacher,18000,3,2BR,4726,56712,Dominican Republic,Immediate,No
T01274,22,IT Professional,15629,2,1BR,6752,81024,Niue,Flexible,No
T01275,26,Teacher,14628,3,2BR,5156,61872,Serbia,Within 1 month,Yes
T01276,41,Hospitality,20000,1,1BR,6949,83388,Niger,Within 1 month,No
T01277,36,Finance Professional,48494,3,2BR,15747,188964,Myanmar,Within 3 months,No
T01278,51,IT Professional,23247,2,1BR,6824,81888,Luxembourg,Immediate,No
T01279,26,Manager,29359,3,2BR,10227,122724,Serbia,Flexible,No
T01280,40,Hospitality,18442,3,3BR,4632,55584,Saint Vincent and the Grenadines,Within 1 month,No
T01281,30,Teacher,9777,1,Studio,3929,47148,Latvia,Immediate,Yes
T01282,32,Healthcare Worker,16236,3,3BR,5586,67032,Uruguay,Flexible,No
T01283,28,Consultant,40444,2,1BR,16565,198780,South Africa,Immediate,No
T01284,35,Hospitality,11534,4,2BR,4434,53208,Ecuador,Within 1 month,Yes
T01285,40,Entrepreneur,44184,1,1BR,11172,134064,Mauritius,Within 3 months,Yes
T01286,44,Manager,36487,2,2BR,14873,178476,Swaziland,Immediate,No
T01287,37,Sales & Marketing,23246,2,2BR,8167,98004,Panama,Flexible,No
T01288,26,Engineer,29862,3,3BR,10919,131028,Kuwait,Within 3 months,No
T01289,46,Entrepreneur,30750,3,3BR,13146,157752,Netherlands,Immediate,No
T01290,26,Sales & Marketing,26776,2,2BR,9615,115380,Cayman Islands,Flexible,Yes
T01291,27,Teacher,14013,2,2BR,4554,54648,Kazakhstan,Flexible,No
T01292,33,IT Professional,19532,4,2BR,5179,62148,Micronesia,Within 1 month,No
T01293,28,Manager,49771,3,2BR,17646,211752,Lao People's Democratic Republic,Within 3 months,No
T01294,37,Hospitality,7336,2,1BR,2455,29460,Iceland,Immediate,No
T01295,34,Manager,27598,1,1BR,8204,98448,Kazakhstan,Within 3 months,No
T01296,27,Hospitality,18068,1,Studio,5778,69336,Western Sahara,Immediate,No
T01297,38,IT Professional,26736,4,3BR,9866,118392,Martinique,Flexible,No
T01298,31,IT Professional,34008,1,1BR,11094,133128,Swaziland,Within 3 months,No
T01299,37,Consultant,38229,4,2BR,16730,200760,Cayman Islands,Immediate,No
T01300,35,Finance Professional,38688,2,1BR,11807,141684,Ecuador,Immediate,No
T01301,39,Entrepreneur,56233,3,3BR,18514,222168,India,Immediate,Yes
T01302,22,Sales & Marketing,13197,4,2BR,4882,58584,Albania,Within 3 months,Yes
T01303,49,IT Professional,21196,1,Studio,7791,93492,North Macedonia,Immediate,No
T01304,31,Teacher,10507,1,1BR,4352,52224,Micronesia,Flexible,No
T01305,33,Teacher,12476,3,2BR,4883,58596,Rwanda,Within 1 month,No
T01306,37,Engineer,21170,2,1BR,7889,94668,French Polynesia,Flexible,No
T01307,22,Hospitality,11809,2,1BR,5029,60348,Cocos (Keeling) Islands,Within 3 months,No
T01308,42,Consultant,26277,3,3BR,8163,97956,Bulgaria,Immediate,No
T01309,42,Manager,47772,1,Studio,21075,252900,Nauru,Within 3 months,No
T01310,42,Healthcare Worker,30619,3,2BR,12742,152904,Sierra Leone,Within 1 month,No
T01311,56,Healthcare Worker,17491,3,3BR,4876,58512,Hungary,Immediate,No
T01312,30,Teacher,9628,1,1BR,3366,40392,Sudan,Within 1 month,No
T01313,31,Finance Professional,43074,3,3BR,15878,190536,Tunisia,Immediate,No
T01314,26,IT Professional,28269,3,3BR,10606,127272,Senegal,Within 1 month,No
T01315,27,Manager,41198,3,2BR,10434,125208,Thailand,Flexible,No
T01316,38,Entrepreneur,26548,5,3BR,9150,109800,Taiwan,Within 1 month,No
T01317,41,Manager,32997,5,3BR,8382,100584,Ireland,Within 3 months,No
T01318,46,Consultant,32813,1,Studio,11077,132924,Greenland,Within 3 months,Yes
T01319,39,Entrepreneur,35310,4,2BR,14095,169140,Bosnia and Herzegovina,Flexible,No
T01320,36,Healthcare Worker,26823,3,2BR,8164,97968,Gabon,Within 3 months,No
T01321,35,Entrepreneur,32461,3,2BR,8169,98028,Equatorial Guinea,Within 3 months,No
T01322,29,Finance Professional,41732,2,2BR,14742,176904,Poland,Within 1 month,No
T01323,29,Entrepreneur,44786,2,2BR,17135,205620,Eritrea,Within 3 months,No
T01324,49,Hospitality,9984,4,3BR,2977,35724,South Africa,Flexible,No
T01325,32,Hospitality,12323,1,1BR,5164,61968,Malawi,Within 1 month,No
T01326,27,IT Professional,30228,2,2BR,7914,94968,Honduras,Within 1 month,No
T01327,43,Hospitality,14467,2,2BR,4824,57888,Guadeloupe,Within 3 months,No
T01328,45,Entrepreneur,70065,4,2BR,21953,263436,Kuwait,Flexible,No
T01329,23,Consultant,39397,2,2BR,17347,208164,Faroe Islands,Within 1 month,No
T01330,30,Sales & Marketing,16174,3,2BR,7272,87264,Congo,Immediate,No
T01331,30,IT Professional,34641,2,2BR,14171,170052,Anguilla,Flexible,No
T01332,45,Healthcare Worker,20860,1,Studio,9386,112632,Ukraine,Flexible,Yes
T01333,39,Consultant,25418,1,1BR,6756,81072,Iraq,Flexible,No
T01334,47,Healthcare Worker,23045,4,3BR,7971,95652,Cape Verde,Immediate,No
T01335,33,Hospitality,13355,2,2BR,4297,51564,Svalbard & Jan Mayen Islands,Within 3 months,No
T01336,39,IT Professional,32219,5,3BR,8121,97452,Angola,Within 1 month,No
T01337,56,Healthcare Worker,26880,3,2BR,9163,109956,Hong Kong,Within 3 months,No
T01338,41,Manager,31213,1,1BR,13353,160236,Marshall Islands,Immediate,No
T01339,46,Healthcare Worker,30944,1,Studio,10705,128460,Bahrain,Within 3 months,Yes
T01340,26,Healthcare Worker,20705,1,1BR,8036,96432,Georgia,Flexible,Yes
T01341,31,Hospitality,16623,2,2BR,5220,62640,Philippines,Within 3 months,No
T01342,43,Healthcare Worker,30110,2,2BR,10050,120600,Philippines,Flexible,No
T01343,25,IT Professional,34543,1,Studio,14989,179868,Tanzania,Flexible,No
T01344,22,Sales & Marketing,17070,2,2BR,7086,85032,Moldova,Immediate,No
T01345,36,Entrepreneur,16839,1,Studio,6250,75000,North Macedonia,Flexible,No
T01346,42,Finance Professional,53103,5,3BR,15843,190116,French Southern Territories,Within 3 months,No
T01347,22,Teacher,14224,2,2BR,4603,55236,Sudan,Within 3 months,No
T01348,37,Entrepreneur,15000,1,Studio,5586,67032,Mongolia,Within 1 month,Yes
T01349,31,Teacher,14030,1,1BR,5798,69576,Nicaragua,Flexible,No
T01350,36,Consultant,48903,2,2BR,17305,207660,Niue,Immediate,Yes
T01351,37,Teacher,12396,1,Studio,5085,61020,British Virgin Islands,Flexible,No
T01352,36,Finance Professional,36237,5,3BR,14507,174084,Namibia,Immediate,No
T01353,45,Engineer,31494,2,1BR,13538,162456,Madagascar,Within 3 months,No
T01354,49,IT Professional,40723,3,2BR,10958,131496,Reunion,Within 3 months,No
T01355,30,Engineer,35437,3,2BR,13600,163200,Kazakhstan,Within 1 month,No
T01356,25,Teacher,13545,3,3BR,5866,70392,Cambodia,Immediate,Yes
T01357,37,Manager,29309,3,2BR,11451,137412,Australia,Flexible,No
T01358,43,Entrepreneur,66941,4,2BR,18632,223584,China,Within 3 months,No
T01359,37,IT Professional,30192,4,2BR,10923,131076,Tajikistan,Within 1 month,Yes
T01360,42,Healthcare Worker,26241,4,2BR,8683,104196,Nauru,Immediate,Yes
T01361,28,Healthcare Worker,25552,4,3BR,7383,88596,Malaysia,Within 1 month,No
T01362,47,Manager,34784,4,3BR,14185,170220,Belgium,Within 3 months,No
T01363,54,Engineer,26224,2,1BR,9738,116856,Bahrain,Flexible,No
T01364,33,Sales & Marketing,27326,2,2BR,9913,118956,Cote d'Ivoire,Within 3 months,No
T01365,33,Consultant,34079,1,Studio,9834,118008,Algeria,Flexible,Yes
T01366,22,Engineer,24621,3,3BR,10886,130632,Senegal,Flexible,Yes
T01367,34,Healthcare Worker,30775,2,1BR,8275,99300,Albania,Immediate,No
T01368,22,Hospitality,12591,3,3BR,3315,39780,Maldives,Immediate,No
T01369,37,Entrepreneur,53050,1,1BR,19917,239004,Faroe Islands,Flexible,Yes
T01370,40,IT Professional,40888,3,2BR,14063,168756,Dominica,Flexible,Yes
T01371,29,Sales & Marketing,24446,2,2BR,9417,113004,Uzbekistan,Within 1 month,No
T01372,22,Entrepreneur,55257,1,1BR,16146,193752,Oman,Within 1 month,No
T01373,45,Manager,38132,2,1BR,12411,148932,Cuba,Within 3 months,No
T01374,22,Entrepreneur,44095,1,1BR,16341,196092,Myanmar,Within 1 month,Yes
T01375,32,Finance Professional,37782,1,1BR,10721,128652,British Indian Ocean Territory (Chagos Archipelago),Immediate,No
T01376,41,IT Professional,27895,3,2BR,10401,124812,French Guiana,Within 1 month,No
T01377,33,Finance Professional,46974,5,3BR,13020,156240,Ukraine,Immediate,No
T01378,42,Finance Professional,56703,2,2BR,16681,200172,Belize,Within 1 month,No
T01379,44,Entrepreneur,51482,5,3BR,18832,225984,Mozambique,Within 3 months,Yes
T01380,24,Engineer,20723,3,2BR,6854,82248,Romania,Flexible,No
T01381,39,Manager,51385,2,2BR,20478,245736,Mexico,Flexible,No
T01382,55,Engineer,20529,2,1BR,7302,87624,Brazil,Within 3 months,No
T01383,58,Entrepreneur,54621,2,2BR,15328,183936,Saudi Arabia,Within 1 month,Yes
T01384,45,Engineer,29777,3,2BR,7939,95268,Belarus,Within 1 month,No
T01385,28,Manager,30531,1,1BR,12983,155796,Reunion,Within 1 month,Yes
T01386,35,Manager,35836,1,1BR,11911,142932,North Macedonia,Within 1 month,No
T01387,50,Manager,44306,1,Studio,18542,222504,Kazakhstan,Flexible,No
T01388,41,Engineer,30879,3,3BR,9449,113388,Nauru,Within 3 months,No
T01389,31,Healthcare Worker,20936,1,1BR,8539,102468,Isle of Man,Within 1 month,No
T01390,29,Teacher,12743,2,2BR,4154,49848,Egypt,Within 1 month,No
T01391,48,Engineer,26518,1,1BR,10258,123096,Uganda,Flexible,No
T01392,38,Engineer,26244,1,Studio,10248,122976,Congo,Immediate,No
T01393,29,Hospitality,19198,2,2BR,7146,85752,Angola,Flexible,No
T01394,50,Teacher,9971,2,2BR,3597,43164,Niue,Within 3 months,No
T01395,37,Engineer,30747,2,1BR,8549,102588,Guadeloupe,Immediate,Yes
T01396,40,Manager,20000,2,2BR,7383,88596,Afghanistan,Within 3 months,Yes
T01397,52,Manager,35432,3,3BR,10733,128796,Korea,Within 1 month,No
T01398,51,Sales & Marketing,18757,4,2BR,7671,92052,Sao Tome and Principe,Within 1 month,No
T01399,22,Finance Professional,36138,1,1BR,15736,188832,Zambia,Immediate,No
T01400,31,Sales & Marketing,29650,3,3BR,12342,148104,Fiji,Flexible,No
T01401,37,Hospitality,9932,4,3BR,3412,40944,Montserrat,Flexible,No
T01402,39,Manager,38580,1,1BR,12461,149532,Guadeloupe,Within 3 months,Yes
T01403,23,IT Professional,23119,3,2BR,10386,124632,Austria,Within 3 months,No
T01404,45,Hospitality,18880,3,3BR,8135,97620,Trinidad and Tobago,Flexible,No
T01405,49,Consultant,50000,2,2BR,17021,204252,Finland,Within 3 months,No
T01406,26,Entrepreneur,76008,2,2BR,27053,324636,Finland,Within 3 months,Yes
T01407,22,IT Professional,40000,4,3BR,12365,148380,Dominican Republic,Flexible,No
T01408,27,Consultant,37869,2,2BR,11884,142608,Tanzania,Within 3 months,Yes
T01409,22,Entrepreneur,34333,2,2BR,13086,157032,Tunisia,Immediate,No
T01410,22,Finance Professional,52817,2,2BR,19191,230292,Chile,Immediate,Yes
T01411,44,Consultant,35655,3,3BR,13240,158880,Kazakhstan,Within 1 month,No
T01412,34,Consultant,35235,1,1BR,14771,177252,Bhutan,Within 1 month,No
T01413,34,Hospitality,13756,3,2BR,5178,62136,Sweden,Immediate,No
